ranking,world_rank,university,presence_rank,impact_rank,openness_rank,excellence_rank
3234.0,24983.0,K D College of Commerce and General Studies,22756.0,24862.0,11400.0,6020.0
3235.0,24992.0,Gopikabai Sitaram Gawande College Umarkhed,26050.0,27432.0,7541.0,6020.0
3236.0,24999.0,Har Prasad Das Jain College Ara Bihar,24488.0,24696.0,11400.0,6020.0
3237.0,24999.0,Apoorva Degree College,25726.0,24534.0,11400.0,6020.0
3238.0,24999.0,Baselios Poulose Second College,26246.0,24400.0,11400.0,6020.0
3239.0,24999.0,Santaji College,26276.0,24406.0,11400.0,6020.0
3240.0,24999.0,Shanmuga Industries Arts and Science College Tiruvannamalai,21014.0,25031.0,11400.0,6020.0
3241.0,24999.0,Dr Kanailal Bhattacharya College,18928.0,25178.0,11400.0,6020.0
3242.0,25018.0,Gandhi Academy of Technology & Engineering Brahampur,25030.0,24644.0,11400.0,6020.0
3243.0,25018.0,Oriental Education Society,20166.0,25111.0,11400.0,6020.0
3244.0,25018.0,Arya Vidyapeeth College,19404.0,25168.0,11400.0,6020.0
3245.0,25027.0,Tamil Nadu Theological Seminary,24434.0,24734.0,11400.0,6020.0
3246.0,25027.0,Ashtavakra Institute of Rehabilitation Sciences,23904.0,24792.0,11400.0,6020.0
3247.0,25027.0,Baldwin Women's Methodist College,24266.0,24747.0,11400.0,6020.0
3248.0,25027.0,Raj Engineering College,26778.0,24289.0,11400.0,6020.0
3249.0,25038.0,Stanley Medical College,25371.0,24633.0,11400.0,6020.0
3250.0,25038.0,Chanakya Law College,25566.0,24598.0,11400.0,6020.0
3251.0,25038.0,Government College Chittur,27782.0,23359.0,11400.0,6020.0
3252.0,25038.0,AMC Dental College,23893.0,24806.0,11400.0,6020.0
3253.0,25038.0,Devamatha College Kuravilangadu,20448.0,26406.0,10599.0,6020.0
3254.0,25048.0,Pavendar Bharathidasan Institute of Information and Technology,27252.0,24081.0,11400.0,6020.0
3255.0,25048.0,Government Science College,19907.0,25168.0,11400.0,6020.0
3256.0,25048.0,Indira Gandhi Institute of Pharmaceutical Sciences,27782.0,23371.0,11400.0,6020.0
3257.0,25048.0,Krishna Institute of Management,26583.0,24373.0,11400.0,6020.0
3258.0,25062.0,Deshbandhu College for Girls,24810.0,24730.0,11400.0,6020.0
3259.0,25069.0,Shibpur Dinobundhoo College,21906.0,25005.0,11400.0,6020.0
3260.0,25069.0,Ultra College of Engineering & Technology for Women,25847.0,24576.0,11400.0,6020.0
3261.0,25069.0,Lady Keane College Shillong,24182.0,24806.0,11400.0,6020.0
3262.0,25079.0,Janta Vedic College Baraut Baghpat,23468.0,24892.0,11400.0,6020.0
3263.0,25079.0,St Ann's College of Education,25102.0,24724.0,11400.0,6020.0
3264.0,25090.0,Anand Arts College,24655.0,24774.0,11400.0,6020.0
3265.0,25090.0,Andhra Mahila Sabha School of Informatics,25678.0,24639.0,11400.0,6020.0
3266.0,25097.0,Solamalai College of Engineering,27204.0,24164.0,11400.0,6020.0
3267.0,25097.0,ABSS Institute of Technology,26223.0,24523.0,11400.0,6020.0
3268.0,25097.0,Indotech College of Engineering,25566.0,24675.0,11400.0,6020.0
3269.0,25105.0,Jubilee Memorial Bible College,24569.0,24815.0,11400.0,6020.0
3270.0,25105.0,Chanchal College,21568.0,25099.0,11400.0,6020.0
3271.0,25105.0,Sri Durga Devi Polytechnic College,26709.0,24400.0,11400.0,6020.0
3272.0,25113.0,Jatindra Rajendra College,23514.0,24927.0,11400.0,6020.0
3273.0,25113.0,Burdwan Raj College,25460.0,24696.0,11400.0,6020.0
3274.0,25113.0,CMR College of Engineering & Technology MBA,24560.0,24822.0,11400.0,6020.0
3275.0,25113.0,D A V PG College Lucknow,26778.0,24406.0,11400.0,6020.0
3276.0,25113.0,Khejuri College,23640.0,24909.0,11400.0,6020.0
3277.0,25113.0,Kanyakumari Government Medical College,25491.0,24696.0,11400.0,6020.0
3278.0,25113.0,M P Niji Vishwavidyalay Viniyamak Aayog,16897.0,25410.0,11400.0,6020.0
3279.0,25127.0,JC College of Law,23017.0,24982.0,11400.0,6020.0
3280.0,25127.0,Vivekananda College of Law Bangalore,26467.0,24523.0,11400.0,6020.0
3281.0,25136.0,Puranmal Lahoti Government Polytechnic Latur,25234.0,24755.0,11400.0,6020.0
3282.0,25144.0,Bhagwant Institute of Technology Barshi,26382.0,24563.0,11400.0,6020.0
3283.0,25153.0,St Aloysius College Thrissur,26336.0,24586.0,11400.0,6020.0
3284.0,25153.0,Aditya College of Pharmacy Delhi,27782.0,23491.0,11400.0,6020.0
3285.0,25153.0,Malda Women's College,27782.0,24977.0,10785.0,6020.0
3286.0,25153.0,Kishori Lal Sharma Institute of Engineering and Technology,26875.0,24441.0,11400.0,6020.0
3287.0,25153.0,Sri Sairam Siddha Medical College,22400.0,25068.0,11400.0,6020.0
3288.0,25153.0,Silda Chandra Sekhar College,23958.0,24925.0,11400.0,6020.0
3289.0,25163.0,Brahmanand College,21186.0,25178.0,11400.0,6020.0
3290.0,25163.0,Disha Education Society Disha College,24560.0,24882.0,11400.0,6020.0
3291.0,25180.0,Seshadripuram Academy of Business Studies,23344.0,25019.0,11400.0,6020.0
3292.0,25180.0,Jaya College of Arts & Science,26741.0,24491.0,11400.0,6020.0
3293.0,25189.0,Human Resource Development Degree & P G College,27150.0,24311.0,11400.0,6020.0
3294.0,25189.0,Dinhata College,19903.0,25296.0,11400.0,6020.0
3295.0,25198.0,Sri Vasavi Kanyaka Parameswari and Dr Kalidindi Suryanarayana Raju Arts and Science College,22910.0,25081.0,11400.0,6020.0
3296.0,25198.0,Andhra Mahala Sabha Arts and Science College for Women,25030.0,24867.0,11400.0,6020.0
3297.0,25198.0,Sri C Achutha Menon Government College,26336.0,24663.0,11400.0,6020.0
3298.0,25198.0,Sri Sairam Ayurveda Medical College,24133.0,24955.0,11400.0,6020.0
3299.0,25198.0,K K University,26709.0,24543.0,11400.0,6020.0
3300.0,25198.0,Municipal College Rourkela,26085.0,24717.0,11400.0,6020.0
3301.0,25209.0,Gurucharan College Silchar,23514.0,25031.0,11400.0,6020.0
3302.0,25209.0,Maheshwara Engineering College,28051.0,23354.0,11400.0,6020.0
3303.0,25217.0,Sanjay College of Pharmacy,27039.0,24413.0,11400.0,6020.0
3304.0,25217.0,Sovaranai Memorial College,24255.0,24966.0,11400.0,6020.0
3305.0,25217.0,Srhi Shankaracharya College of Nursing Bhilai,26778.0,24544.0,11400.0,6020.0
3306.0,25223.0,Government College Nedumangad,19800.0,25326.0,11400.0,6020.0
3307.0,25223.0,Bishop Agniswamy College of Education,26917.0,24512.0,11400.0,6020.0
3308.0,25223.0,Matha College of Technology,20362.0,25296.0,11400.0,6020.0
3309.0,25231.0,People Institute of Management Studies,27204.0,24340.0,11400.0,6020.0
3310.0,25231.0,B M College of Education,26982.0,24478.0,11400.0,6020.0
3311.0,25231.0,Unity Degree College,26532.0,24644.0,11400.0,6020.0
3312.0,25231.0,Sripat Singh College,21446.0,25225.0,11400.0,6020.0
3313.0,25231.0,Bhawanipur Hastinapur Bijni College,26303.0,24696.0,11400.0,6020.0
3314.0,25231.0,Dr R V Arts and Science College,24906.0,24909.0,11400.0,6020.0
3315.0,25241.0,Devanga Arts College,27782.0,25712.0,10272.0,6020.0
3316.0,25241.0,Aries International Maritime Research Institute Maritime Institute,24971.0,24900.0,11400.0,6020.0
3317.0,25249.0,Crossland College Brahmavar,26429.0,24724.0,11400.0,6020.0
3318.0,25249.0,Patha Bhavan Kolkata,27327.0,24276.0,11400.0,6020.0
3319.0,25249.0,Voice of God Polytechnic College Namakkal,26382.0,24721.0,11400.0,6020.0
3320.0,25249.0,Ganjam Law College,26223.0,24734.0,11400.0,6020.0
3321.0,25259.0,Government Law College Tiruchirapalli,27567.0,23983.0,11400.0,6020.0
3322.0,25259.0,Biswanath College Chariali,24006.0,25050.0,11400.0,6020.0
3323.0,25259.0,College of Engineering & Tecnology Akola,22979.0,25156.0,11400.0,6020.0
3324.0,25259.0,CSIIT School of Architecture,26778.0,24621.0,11400.0,6020.0
3325.0,25259.0,A G Teachers College,26123.0,24785.0,11400.0,6020.0
3326.0,25259.0,Aakarapu Sharath Chandrika Devi Memorial College for Women,25644.0,24857.0,11400.0,6020.0
3327.0,25259.0,Duvvuru Ramanamma Women’s College,23554.0,25099.0,11400.0,6020.0
3328.0,25259.0,Vidya Bhavan College for Engineering Technology,27127.0,24419.0,11400.0,6020.0
3329.0,25259.0,National Ballet Academy and Trust of India,27204.0,24377.0,11400.0,6020.0
3330.0,25259.0,N S S College Pandalam,24675.0,24955.0,11400.0,6020.0
3331.0,25275.0,New Arts Science and Commerce College Parner,24081.0,25054.0,11400.0,6020.0
3332.0,25275.0,MSC The Madras Sanskrit College,24675.0,24982.0,11400.0,6020.0
3333.0,25296.0,National College,26778.0,24669.0,11400.0,6020.0
3334.0,25306.0,Kingston Law College,25603.0,24909.0,11400.0,6020.0
3335.0,25306.0,SCMS School of Architecture,25869.0,24870.0,11400.0,6020.0
3336.0,25312.0,Indian Institute of Health Education and Research Beur,25997.0,24870.0,11400.0,6020.0
3337.0,25312.0,Institute of Intelectual Property Studies Mumbai,26484.0,24785.0,11400.0,6020.0
3338.0,25320.0,Arunodaya College,23750.0,25156.0,11400.0,6020.0
3339.0,25320.0,AKRG College of Pharmacy,24886.0,25019.0,11400.0,6020.0
3340.0,25320.0,S N Pharmacy College,25628.0,24929.0,11400.0,6020.0
3341.0,25320.0,Vivekananda Educational Society,26982.0,24620.0,11400.0,6020.0
3342.0,25320.0,PAS College,24434.0,25068.0,11400.0,6020.0
3343.0,25320.0,DPC Polytechnic College,16243.0,25635.0,11400.0,6020.0
3344.0,25334.0,Chundi Ranganayakulu Polytechnic,14212.0,25773.0,11400.0,6020.0
3345.0,25341.0,MLR institute of Pharmacy,25628.0,24946.0,11400.0,6020.0
3346.0,25341.0,Aryabhatta College of Engineering & Research Centre Ajmer,19984.0,25429.0,11400.0,6020.0
3347.0,25350.0,Siliguri College,26484.0,24816.0,11400.0,6020.0
3348.0,25350.0,Institute of Management Studies Devi Ahilya University,26495.0,24816.0,11400.0,6020.0
3349.0,25359.0,St Aloysius Institute of Technology,27782.0,23763.0,11400.0,6020.0
3350.0,25359.0,Kelvin Institute of Technology,23174.0,25223.0,11400.0,6020.0
3351.0,25359.0,Kendriya Vidyalaya Pachmarhi,24309.0,25125.0,11400.0,6020.0
3352.0,25359.0,Holy Crescent College of Architecture,26875.0,24724.0,11400.0,6020.0
3353.0,25359.0,Maharajah’s College (M R College) Vizianagaram,24299.0,25132.0,11400.0,6020.0
3354.0,25370.0,Sree Ayyappa College Eramallikkara,24408.0,25132.0,11400.0,6020.0
3355.0,25382.0,Malwanchal University,25371.0,25019.0,11400.0,6020.0
3356.0,25390.0,SIES College of Commerce and Economics,22178.0,25326.0,11400.0,6020.0
3357.0,25390.0,Sarada Ma Girls College,26429.0,24870.0,11400.0,6020.0
3358.0,25390.0,Vinoba Bhave University Hazaribag,27495.0,24225.0,11400.0,6020.0
3359.0,25390.0,Bengtol College,26166.0,24900.0,11400.0,6020.0
3360.0,25402.0,S N Training College Nedunganda,24543.0,25156.0,11400.0,6020.0
3361.0,25402.0,Pope John Paul II College of Education,26507.0,24862.0,11400.0,6020.0
3362.0,25402.0,Cape Institute of Technology,19531.0,25522.0,11400.0,6020.0
3363.0,25410.0,The Heritage Academy Kolkata,19541.0,25528.0,11400.0,6020.0
3364.0,25410.0,Gyan Niketan,25900.0,24982.0,11400.0,6020.0
3365.0,25410.0,Bangalore College of Engineering & Technology,27177.0,24597.0,11400.0,6020.0
3366.0,25410.0,Maharaja Agrasen College Jagadhri,25644.0,25031.0,11400.0,6020.0
3367.0,25410.0,Vyasanagar College,15503.0,25773.0,11400.0,6020.0
3368.0,25418.0,Vidyanagar College,25352.0,25059.0,11400.0,6020.0
3369.0,25418.0,Vijayanjali Institute of Technology,26709.0,24822.0,11400.0,6020.0
3370.0,25418.0,(3) Saurashtra University Department of Computer Science,25279.0,25068.0,11400.0,6020.0
3371.0,25427.0,Nistarini Women's College,25390.0,25081.0,11400.0,6020.0
3372.0,25427.0,Mahatma Gandhi College Purulia,22004.0,25382.0,11400.0,6020.0
3373.0,25437.0,Government College of Engineering & Textile Technology Berhampore,23423.0,25271.0,11400.0,6020.0
3374.0,25443.0,Hanagal Shri Kumareshwar College of Pharmacy,25900.0,25005.0,11400.0,6020.0
3375.0,25448.0,Sri Sai Colleges,27177.0,24663.0,11400.0,6020.0
3376.0,25448.0,Government Autonomous College Angul,24240.0,25239.0,11400.0,6020.0
3377.0,25448.0,Kaliyaganj College,24212.0,25225.0,11400.0,6020.0
3378.0,25454.0,Daulatbhai Trivedi Law College,26303.0,24966.0,11400.0,6020.0
3379.0,25454.0,Sikkim Government College Tadong,25940.0,25050.0,11400.0,6020.0
3380.0,25462.0,Devathi Venkata Subbaiah College of Arts and Science,23311.0,25313.0,11400.0,6020.0
3381.0,25462.0,Annamacharya PG College of Computer Studies Rajampet,25371.0,25125.0,11400.0,6020.0
3382.0,25462.0,Sushil Kar College,23159.0,25340.0,11400.0,6020.0
3383.0,25468.0,Government Arts College Kumbakonam,26149.0,25019.0,11400.0,6020.0
3384.0,25475.0,Vivekananda Institute of Technology and Science,24133.0,25271.0,11400.0,6020.0
3385.0,25475.0,Al Ameen Institute of Information Sciences,25869.0,25068.0,11400.0,6020.0
3386.0,25484.0,Shree S K Patel College of Pharmaceutical Education & Research,22259.0,25429.0,11400.0,6020.0
3387.0,25484.0,Karnataka State Rural Development and Panchayat Raj University,22004.0,25462.0,11400.0,6020.0
3388.0,25484.0,Berhampore Girls' College,25002.0,25203.0,11400.0,6020.0
3389.0,25496.0,Cachar College,24543.0,25260.0,11400.0,6020.0
3390.0,25496.0,Lokmanya Tilak College of Engineering,25566.0,25156.0,11400.0,6020.0
3391.0,25496.0,Apollo Institute of Engineering and Technology,26532.0,24966.0,11400.0,6020.0
3392.0,25506.0,D B P M Degree College,26446.0,24999.0,11400.0,6020.0
3393.0,25506.0,Siddhartha Medical College Vijayawada,25208.0,25212.0,11400.0,6020.0
3394.0,25506.0,Islampur College,21800.0,25477.0,11400.0,6020.0
3395.0,25512.0,(3) School of Economics Devi Ahilya University,22589.0,25429.0,11400.0,6020.0
3396.0,25512.0,Goa Multi Faculty College Dharbandora,21238.0,25533.0,11400.0,6020.0
3397.0,25521.0,Sree Krishna College Guruvayur,25491.0,25190.0,11400.0,6020.0
3398.0,25521.0,Christ the King College Jhansi,22178.0,25473.0,11400.0,6020.0
3399.0,25521.0,Indian Institute of Skiing and Mountaineering,26827.0,24929.0,11400.0,6020.0
3400.0,25529.0,Kelappaji College of Agricultural Engineering and Technology,26246.0,25068.0,11400.0,6020.0
3401.0,25536.0,Institute of Pharmacy Jalpaiguri,26276.0,25068.0,11400.0,6020.0
3402.0,25536.0,Khandra College,23514.0,25395.0,11400.0,6020.0
3403.0,25536.0,MSPVL Polytechnic College,24722.0,25281.0,11400.0,6020.0
3404.0,25536.0,Seshadripuram Commerce College,24637.0,25290.0,11400.0,6020.0
3405.0,25546.0,Don Bosco College Mannuthy Thrissur,26687.0,24982.0,11400.0,6020.0
3406.0,25554.0,Pingla Thana College,26303.0,25108.0,11400.0,6020.0
3407.0,25554.0,A V C Polytechnic College Mayiladuthurai,23818.0,25382.0,11400.0,6020.0
3408.0,25554.0,B P Chaliha College Nagarbera,27039.0,24882.0,11400.0,6020.0
3409.0,25562.0,Swami Vivekananda Government College Ghumarwin,24699.0,25307.0,11400.0,6020.0
3410.0,25562.0,Techno India Batanagar (Batanagar Institute of Engineering Management & Science),22462.0,27227.0,9675.0,6020.0
3411.0,25569.0,Arka Jain University,22098.0,25533.0,11400.0,6020.0
3412.0,25569.0,Shri Binzani City College,27705.0,24183.0,11400.0,6020.0
3413.0,25581.0,Chalapathi Institute of Technology,27782.0,24064.0,11400.0,6020.0
3414.0,25581.0,Southfield College,26017.0,25178.0,11400.0,6020.0
3415.0,25586.0,S N Medical College Agra,21466.0,25591.0,11400.0,6020.0
3416.0,25586.0,Vardhamaan College Bijnor,23650.0,25429.0,11400.0,6020.0
3417.0,25591.0,College of Engineering Science & Technology,26875.0,25005.0,11400.0,6020.0
3418.0,25591.0,Institute of Pharmacy Pt R S University Raipur,24329.0,25382.0,11400.0,6020.0
3419.0,25591.0,Karuna P G College,27062.0,24919.0,11400.0,6020.0
3420.0,25591.0,Bengal College of Engineering and Technology for Women,28051.0,23858.0,11400.0,6020.0
3421.0,25602.0,Bajali College Pathsala,22784.0,25525.0,11400.0,6020.0
3422.0,25602.0,Balaji Institute of Technology,27304.0,24806.0,11400.0,6020.0
3423.0,25602.0,Bharathiyar Arts & Science College for Women,25410.0,25271.0,11400.0,6020.0
3424.0,25609.0,KMCH College of Physiotherapy,27356.0,24747.0,11400.0,6020.0
3425.0,25609.0,Mannam Memorial NSS College Kottiyam,24699.0,25361.0,11400.0,6020.0
3426.0,25609.0,Christu Jayanthi Jubilee College,28051.0,23890.0,11400.0,6020.0
3427.0,25609.0,Darjeeling Government College,23140.0,25509.0,11400.0,6020.0
3428.0,25615.0,Kerala Police Academy,19649.0,25764.0,11400.0,6020.0
3429.0,25615.0,Kokrajhar Government College,26149.0,25203.0,11400.0,6020.0
3430.0,25615.0,Sri Ramakrishna Post Graduate College,25809.0,25254.0,11400.0,6020.0
3431.0,25615.0,St Joseph's College of Arts and Science,26935.0,25005.0,11400.0,6020.0
3432.0,25624.0,Dr SNS College of Education Coimbatore,26223.0,25203.0,11400.0,6020.0
3433.0,25624.0,Adarsh Bhartiya College Pathankot,26741.0,25081.0,11400.0,6020.0
3434.0,25624.0,Alagappa Chettiar College of Engineering & Technology,26566.0,25132.0,11400.0,6020.0
3435.0,25624.0,Nalanda Degree College,22210.0,25591.0,11400.0,6020.0
3436.0,25640.0,Dr Meghnath Saha College,20316.0,25746.0,11400.0,6020.0
3437.0,25640.0,Sri Venkateswara Medical College,27537.0,24586.0,11400.0,6020.0
3438.0,25640.0,Midnapore Law College,24466.0,25447.0,11400.0,6020.0
3439.0,25640.0,Shri Vasantrao Naik Government Medical College Yavatmal,24989.0,25370.0,11400.0,6020.0
3440.0,25650.0,D S R Hindu College of Law Machilipatnam,27782.0,24174.0,11400.0,6020.0
3441.0,25659.0,Dr B R Ambedkar College Betai,25745.0,25311.0,11400.0,6020.0
3442.0,25659.0,Dr Babasaheb Nandurkar College of Physical Education,27108.0,24982.0,11400.0,6020.0
3443.0,25659.0,(3) University of Lucknow Academic Staff College,25528.0,25340.0,11400.0,6020.0
3444.0,25659.0,Suri Vidyasagar College,27782.0,24202.0,11400.0,6020.0
3445.0,25659.0,Teegala Krishna Reddy College of Pharmacy,26778.0,25125.0,11400.0,6020.0
3446.0,25671.0,Narayana Engineering College,21966.0,25678.0,11400.0,6020.0
3447.0,25671.0,Panampilly Memorial Government College,22923.0,25576.0,11400.0,6020.0
3448.0,25671.0,Bengaluru North University,23088.0,25572.0,11400.0,6020.0
3449.0,25671.0,Government College Kattappana,22806.0,25599.0,11400.0,6020.0
3450.0,25671.0,Ansal University Delhi,16542.0,25991.0,11400.0,6020.0
3451.0,25671.0,Mount Tabor Training College,26201.0,25260.0,11400.0,6020.0
3452.0,25693.0,Farah Institute of Technology,21687.0,25712.0,11400.0,6020.0
3453.0,25693.0,Chennai National Arts and Science College,26827.0,25156.0,11400.0,6020.0
3454.0,25698.0,Al Ameen College of Law,25900.0,25326.0,11400.0,6020.0
3455.0,25698.0,Dr Somervell Memorial CSI Medical College,18936.0,25892.0,11400.0,6020.0
3456.0,25711.0,J K K Munirajah College of Technology,27252.0,24982.0,11400.0,6020.0
3457.0,25717.0,Babu Banarasi Das Northern India Institute of Technology,18688.0,25905.0,11400.0,6020.0
3458.0,25717.0,Camellia Institute of Technology & Management,21959.0,25728.0,11400.0,6020.0
3459.0,25717.0,Vasantrao Naik Government Institute of Arts and Social Sciences,23528.0,25599.0,11400.0,6020.0
3460.0,25717.0,Thiagarajar College of Preceptors,26067.0,25313.0,11400.0,6020.0
3461.0,25725.0,I P College Campus 2,22098.0,25728.0,11400.0,6020.0
3462.0,25725.0,Madeenathul Uloom Arabic College,25696.0,25406.0,11400.0,6020.0
3463.0,25732.0,Saheed Anurup Chandra College,21741.0,25746.0,11400.0,6020.0
3464.0,25732.0,Crescent College of Technology,16457.0,26078.0,11400.0,6020.0
3465.0,25732.0,MVM Madhav Science College Ujjain,14709.0,26158.0,11400.0,6020.0
3466.0,25736.0,Gobindaprasad College,25460.0,25427.0,11400.0,6020.0
3467.0,25736.0,Srinivasan Engineering College Thuraiyur,24364.0,25558.0,11400.0,6020.0
3468.0,25736.0,Shri Sadguru Gangageer Maharaj Science Gautam Arts and Sanjivani Commerce College,25491.0,25447.0,11400.0,6020.0
3469.0,25736.0,Tufanganj College,23140.0,25670.0,11400.0,6020.0
3470.0,25736.0,NETES Institute of Technology and Science Mirza,24534.0,25533.0,11400.0,6020.0
3471.0,25745.0,Don Bosco Technical Institute,25102.0,25489.0,11400.0,6020.0
3472.0,25745.0,Balaji Institute of Engineering and Management Sciences,25133.0,25477.0,11400.0,6020.0
3473.0,25751.0,Grace Bible College India,21883.0,25773.0,11400.0,6020.0
3474.0,25751.0,CMJ University Meghalaya,25234.0,25473.0,11400.0,6020.0
3475.0,25751.0,Loyola College Vettavalam,23818.0,25621.0,11400.0,6020.0
3476.0,25762.0,Thakur Panchanan Mahila College,25133.0,25509.0,11400.0,6020.0
3477.0,25762.0,Mohamed Sathak A J College of Physiotheraphy,27386.0,24892.0,11400.0,6020.0
3478.0,25762.0,Shri Agrasen Girls College,26902.0,25225.0,11400.0,6020.0
3479.0,25762.0,Yogananda College of Engineering & Technology,27782.0,24353.0,11400.0,6020.0
3480.0,25793.0,Arulmigu Palaniandavar Polytechnic College,26827.0,25271.0,11400.0,6020.0
3481.0,25793.0,Santal Bidroha Sardha Satabarsiki College,23773.0,25680.0,11400.0,6020.0
3482.0,25793.0,Government College for Women Anantnag,26050.0,25419.0,11400.0,6020.0
3483.0,25799.0,Amjad Ali Khan College of Business Administration,25709.0,25477.0,11400.0,6020.0
3484.0,25799.0,CIT Sandwich Polytechnic College,24081.0,25663.0,11400.0,6020.0
3485.0,25799.0,Manoharbhai Patel Institute of Engineering and Technology,25678.0,25477.0,11400.0,6020.0
3486.0,25805.0,Mahatma Gandhi Memorial Medical College Indore,23468.0,25724.0,11400.0,6020.0
3487.0,25805.0,Marathwada Mitra Mandal College of Commerce,21446.0,25856.0,11400.0,6020.0
3488.0,25805.0,Debra Thana Sahid Kshudiram Smriti College,27495.0,24870.0,11400.0,6020.0
3489.0,25805.0,Barnagar College,25745.0,25487.0,11400.0,6020.0
3490.0,25805.0,Prasanta Chandra Mahalanobis College,12189.0,26333.0,11400.0,6020.0
3491.0,25824.0,Dr B V Raju Institute of Computer Education,25443.0,25541.0,11400.0,6020.0
3492.0,25824.0,Jagdam College,16807.0,26152.0,11400.0,6020.0
3493.0,25824.0,Rajdhani College Bhubaneswar,23580.0,25728.0,11400.0,6020.0
3494.0,25829.0,Mohamed Sathak Trust Colleges,27410.0,24952.0,11400.0,6020.0
3495.0,25829.0,Loganatha Narayanasamy Government Arts College Ponneri,24408.0,25670.0,11400.0,6020.0
3496.0,25829.0,Tagore Government College of Education,27356.0,25057.0,11400.0,6020.0
3497.0,25838.0,Adesh Institute of Medical Sciences & Research,25171.0,25576.0,11400.0,6020.0
3498.0,25838.0,Daripally Anantha Ramulu College of Engineering and Technology,27150.0,25203.0,11400.0,6020.0
3499.0,25838.0,K L E Society's Polytechnic,26547.0,25395.0,11400.0,6020.0
3500.0,25838.0,K V Rangareddy Degree College for Women,23140.0,25791.0,11400.0,6020.0
3501.0,25846.0,Spicer Adventist University (Spicer Memorial College),24655.0,25635.0,11400.0,6020.0
3502.0,25846.0,All India Institute of Technology,26382.0,25429.0,11400.0,6020.0
3503.0,25851.0,Arunodaya University,24825.0,25635.0,11400.0,6020.0
3504.0,25851.0,Shivani College of Engineering and Technology,27782.0,24502.0,11400.0,6020.0
3505.0,25859.0,Barama College,25726.0,25551.0,11400.0,6020.0
3506.0,25859.0,Katwa College,22134.0,25866.0,11400.0,6020.0
3507.0,25859.0,Birla Institute of Liberal Arts and Management Sciences,27127.0,25239.0,11400.0,6020.0
3508.0,25867.0,Subarnarekha College,23599.0,25773.0,11400.0,6020.0
3509.0,25867.0,Saiha College,25809.0,25551.0,11400.0,6020.0
3510.0,25877.0,Kurseong College,24345.0,25728.0,11400.0,6020.0
3511.0,25877.0,Raja Rammohan Roy College,25726.0,25565.0,11400.0,6020.0
3512.0,25877.0,Sree Eranakulathappan College of Engineering and Management,24434.0,25712.0,11400.0,6020.0
3513.0,25887.0,Calcutta Girls' College,12120.0,26406.0,11400.0,6020.0
3514.0,25891.0,Ghatal Rabindra Satabarsiki College,23698.0,25794.0,11400.0,6020.0
3515.0,25899.0,Adarsh Post Graduate College of Computer Science Mahabubnagar,27004.0,25313.0,11400.0,6020.0
3516.0,25899.0,University B T & Evening College,25900.0,25565.0,11400.0,6020.0
3517.0,25908.0,St Joseph's PG College,27603.0,24870.0,11400.0,6020.0
3518.0,25908.0,C K Pithawalla Institute of Pharmaceutical Science & Research,27782.0,24598.0,11400.0,6020.0
3519.0,25919.0,Peoples Co Operative Arts and Science College,24395.0,25764.0,11400.0,6020.0
3520.0,25925.0,Sri Vasavi College of Pharmaceutical Sciences,25869.0,25599.0,11400.0,6020.0
3521.0,25925.0,Devamatha Arts & Science College Paisakary,26246.0,25541.0,11400.0,6020.0
3522.0,25925.0,Desh Bhagat University School of Ayurveda,23791.0,25817.0,11400.0,6020.0
3523.0,25925.0,Anantha College of Law,25997.0,25576.0,11400.0,6020.0
3524.0,25932.0,Jharkhand Raksha Sakti University,26336.0,25541.0,11400.0,6020.0
3525.0,25932.0,Dhing College Nagaon,26336.0,25541.0,11400.0,6020.0
3526.0,25932.0,Sree Agrasain College,26382.0,25533.0,11400.0,6020.0
3527.0,25945.0,Kalyani College,27455.0,25099.0,11400.0,6020.0
3528.0,25948.0,P V K N Government College,24230.0,25804.0,11400.0,6020.0
3529.0,25948.0,South Malda College,27084.0,25361.0,11400.0,6020.0
3530.0,25956.0,Shree Ramkrishna Institute of Science and Technology Gobindapur,22943.0,25927.0,11400.0,6020.0
3531.0,25956.0,Netaji Subhas College,27004.0,25415.0,11400.0,6020.0
3532.0,25956.0,PB College Gouripur,19415.0,26138.0,11400.0,6020.0
3533.0,25965.0,Gour Mohan Sachin Mondal College,23041.0,25915.0,11400.0,6020.0
3534.0,25965.0,R V S Polytechnic College,28051.0,24461.0,11400.0,6020.0
3535.0,25965.0,Bahona College,25336.0,25728.0,11400.0,6020.0
3536.0,25970.0,Grizzly College of Education,26336.0,25599.0,11400.0,6020.0
3537.0,25978.0,Gazole College,18029.0,26244.0,11400.0,6020.0
3538.0,25978.0,Avanthi Institute of Engineering & Technology,23031.0,25940.0,11400.0,6020.0
3539.0,25978.0,Mohamed Sathak A J College of Nursing,27252.0,25326.0,11400.0,6020.0
3540.0,25978.0,Kabi Nazrul College,26875.0,25509.0,11400.0,6020.0
3541.0,25987.0,(3) Indira Gandhi National Open University Shillong,25352.0,25746.0,11400.0,6020.0
3542.0,25991.0,All India Jat Heroes Memorial College Rohtak,21811.0,26055.0,11400.0,6020.0
3543.0,26004.0,Marine Engineering College,25661.0,25744.0,11400.0,6020.0
3544.0,26004.0,Maulana Azad University Jodhpur,23041.0,25966.0,11400.0,6020.0
3545.0,26004.0,Shri Chhatrapati Shivajiraje College of Engineering,23698.0,25915.0,11400.0,6020.0
3546.0,26004.0,Sabang Sajani Kanta College,27084.0,25429.0,11400.0,6020.0
